Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
NAT GASLNE OPIS MT B NONTET FP - ICE FUTURES ENERGY DIV,230117,1/17/2023,06641A,IFED,01,066 ,11585,6322,7999,0,1327,0,0,0,0,4533,1242,554,11409,11122,176,463,11585,6322,7999,0,1327,0,0,0,0,4533,1242,554,11409,11122,176,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,120,220,0,0,0,0,0,0,70,-60,46,236,206,0,30,100,54.6,69,0,11.5,0,0,0,0,39.1,10.7,4.8,98.5,96,1.5,4,100,54.6,69,0,11.5,0,0,0,0,39.1,10.7,4.8,98.5,96,1.5,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,15,0,,0,0,0,0,6,,,22,20,27,15,15,0,,0,0,0,0,6,,,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,52.5,83.4,77.9,54.3,39.2,64.8,58.5,67.9,52.5,83.4,77.9,54.3,39.2,64.8,58.5,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
NAT GASLNE OPIS MT B NONTET FP - ICE FUTURES ENERGY DIV,230110,1/10/2023,06641A,IFED,01,066 ,11349,6202,7779,0,1327,0,0,0,0,4463,1302,508,11173,10916,176,433,11349,6202,7779,0,1327,0,0,0,0,4463,1302,508,11173,10916,176,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2483,-1344,-2467,0,-143,-76,0,0,0,-576,512,-505,-2501,-2679,18,196,100,54.6,68.5,0,11.7,0,0,0,0,39.3,11.5,4.5,98.4,96.2,1.6,3.8,100,54.6,68.5,0,11.7,0,0,0,0,39.3,11.5,4.5,98.4,96.2,1.6,3.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,15,0,,0,0,0,0,6,,4,22,21,27,15,15,0,,0,0,0,0,6,,4,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6,52.6,83.4,78.3,54.1,38.8,63.7,57.4,68.6,52.6,83.4,78.3,54.1,38.8,63.7,57.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
NAT GASLNE OPIS MT B NONTET FP - ICE FUTURES ENERGY DIV,230103,1/3/2023,06641A,IFED,01,066 ,13832,7546,10246,0,1470,76,0,0,0,5039,790,1013,13674,13595,158,237,13832,7546,10246,0,1470,76,0,0,0,5039,790,1013,13674,13595,158,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,172,187,0,10,0,0,0,0,-85,-20,120,207,297,99,9,100,54.6,74.1,0,10.6,0.5,0,0,0,36.4,5.7,7.3,98.9,98.3,1.1,1.7,100,54.6,74.1,0,10.6,0.5,0,0,0,36.4,5.7,7.3,98.9,98.3,1.1,1.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,18,0,,,0,0,0,6,,4,27,26,33,18,18,0,,,0,0,0,6,,4,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8,51,85.7,76.6,49.7,31.4,56.5,47.9,63.8,51,85.7,76.6,49.7,31.4,56.5,47.9,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230228,2/28/2023,06641D,IFED,01,066 ,15396,9782,5788,732,5137,670,63,630,0,2183,1125,1810,15240,15160,156,236,15396,9782,5788,732,5137,670,63,630,0,2183,1125,1810,15240,15160,156,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1094,361,-23,190,95,10,450,0,242,311,6,1424,1413,-164,-153,100,63.5,37.6,4.8,33.4,4.4,0.4,4.1,0,14.2,7.3,11.8,99,98.5,1,1.5,100,63.5,37.6,4.8,33.4,4.4,0.4,4.1,0,14.2,7.3,11.8,99,98.5,1,1.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,30,27,4,5,7,,,0,6,5,9,48,47,62,30,27,4,5,7,,,0,6,5,9,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,43.4,56.1,62.2,32.3,38.9,47,53.4,36.8,43.4,56.1,62.2,32.3,38.9,47,53.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230221,2/21/2023,06641D,IFED,01,066 ,14136,8688,5427,755,4947,575,53,180,0,1941,814,1804,13816,13747,320,389,14136,8688,5427,755,4947,575,53,180,0,1941,814,1804,13816,13747,320,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,341,35,-38,259,27,0,180,0,179,15,-98,411,418,157,150,100,61.5,38.4,5.3,35,4.1,0.4,1.3,0,13.7,5.8,12.8,97.7,97.2,2.3,2.8,100,61.5,38.4,5.3,35,4.1,0.4,1.3,0,13.7,5.8,12.8,97.7,97.2,2.3,2.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,26,,6,7,,,0,6,,8,46,44,59,29,26,,6,7,,,0,6,,8,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9,45.2,57.9,62.6,32,39.5,48.1,51.8,36.9,45.2,57.9,62.6,32,39.5,48.1,51.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230214,2/14/2023,06641D,IFED,01,066 ,13568,8347,5392,793,4688,548,53,0,0,1762,799,1902,13405,13329,163,239,13568,8347,5392,793,4688,548,53,0,0,1762,799,1902,13405,13329,163,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,371,-7,-181,214,-10,25,0,0,190,193,-145,250,245,-20,-15,100,61.5,39.7,5.8,34.6,4,0.4,0,0,13,5.9,14,98.8,98.2,1.2,1.8,100,61.5,39.7,5.8,34.6,4,0.4,0,0,13,5.9,14,98.8,98.2,1.2,1.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,29,26,4,5,7,,0,0,6,,7,45,43,58,29,26,4,5,7,,0,0,6,,7,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,45.7,59.8,63.8,32.9,39.4,49.3,52.1,38.6,45.7,59.8,63.8,32.9,39.4,49.3,52.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230207,2/7/2023,06641D,IFED,01,066 ,13338,7976,5399,974,4474,558,28,0,0,1572,606,2047,13155,13084,183,254,13338,7976,5399,974,4474,558,28,0,0,1572,606,2047,13155,13084,183,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2409,-1690,-1792,-332,465,-114,-50,0,0,-451,-1187,173,-2464,-2455,55,46,100,59.8,40.5,7.3,33.5,4.2,0.2,0,0,11.8,4.5,15.3,98.6,98.1,1.4,1.9,100,59.8,40.5,7.3,33.5,4.2,0.2,0,0,11.8,4.5,15.3,98.6,98.1,1.4,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,26,4,5,7,,0,0,6,,7,46,43,58,30,26,4,5,7,,0,0,6,,7,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,44.8,62.6,63,34.1,38.6,50.4,51.4,40.4,44.8,62.6,63,34.1,38.6,50.4,51.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230131,1/31/2023,06641D,IFED,01,066 ,15747,9666,7191,1306,4009,672,78,0,0,2023,1793,1874,15619,15539,128,208,15747,9666,7191,1306,4009,672,78,0,0,2023,1793,1874,15619,15539,128,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,637,438,74,656,-17,10,0,0,218,-24,102,1024,1155,-18,-149,100,61.4,45.7,8.3,25.5,4.3,0.5,0,0,12.8,11.4,11.9,99.2,98.7,0.8,1.3,100,61.4,45.7,8.3,25.5,4.3,0.5,0,0,12.8,11.4,11.9,99.2,98.7,0.8,1.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,29,27,5,5,8,,0,0,6,6,8,48,47,62,29,27,5,5,8,,0,0,6,6,8,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,45.9,59.1,63.8,33,39,48,54.1,36.4,45.9,59.1,63.8,33,39,48,54.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230124,1/24/2023,06641D,IFED,01,066 ,14741,9029,6753,1232,3353,689,68,0,0,1805,1817,1772,14595,14384,146,357,14741,9029,6753,1232,3353,689,68,0,0,1805,1817,1772,14595,14384,146,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,306,138,48,259,-32,10,0,0,105,14,38,475,417,41,99,100,61.3,45.8,8.4,22.7,4.7,0.5,0,0,12.2,12.3,12,99,97.6,1,2.4,100,61.3,45.8,8.4,22.7,4.7,0.5,0,0,12.2,12.3,12,99,97.6,1,2.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,26,5,4,6,,0,0,7,5,7,41,45,59,25,26,5,4,6,,0,0,7,5,7,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45.7,59.4,64.4,33.6,38.8,47.5,54.6,38,45.7,59.4,64.4,33.6,38.8,47.5,54.6,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230117,1/17/2023,06641D,IFED,01,066 ,14225,8723,6615,1184,3094,721,58,0,0,1700,1803,1734,14120,13967,105,258,14225,8723,6615,1184,3094,721,58,0,0,1700,1803,1734,14120,13967,105,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,764,107,-45,760,-45,20,0,0,139,-92,234,1067,964,-99,4,100,61.3,46.5,8.3,21.8,5.1,0.4,0,0,12,12.7,12.2,99.3,98.2,0.7,1.8,100,61.3,46.5,8.3,21.8,5.1,0.4,0,0,12,12.7,12.2,99.3,98.2,0.7,1.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,25,4,5,5,,0,0,7,6,9,43,44,60,25,25,4,5,5,,0,0,7,6,9,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,45.9,59.4,65.2,33.1,38.5,47.3,54.8,37.7,45.9,59.4,65.2,33.1,38.5,47.3,54.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230110,1/10/2023,06641D,IFED,01,066 ,13257,7959,6508,1229,2334,766,38,0,0,1561,1895,1500,13053,13003,204,254,13257,7959,6508,1229,2334,766,38,0,0,1561,1895,1500,13053,13003,204,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2044,-2275,-1347,396,-53,-55,38,0,0,-426,-484,286,-2036,-1653,-8,-391,100,60,49.1,9.3,17.6,5.8,0.3,0,0,11.8,14.3,11.3,98.5,98.1,1.5,1.9,100,60,49.1,9.3,17.6,5.8,0.3,0,0,11.8,14.3,11.3,98.5,98.1,1.5,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,24,24,4,5,5,,0,0,6,6,7,41,41,57,24,24,4,5,5,,0,0,6,6,7,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,44.5,58.6,64.4,31,35.6,46.7,52.3,37.3,44.5,58.6,64.4,31,35.6,46.7,52.3,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
BUTANE OPIS MT BELV NONTET FP  - ICE FUTURES ENERGY DIV,230103,1/3/2023,06641D,IFED,01,066 ,15301,10234,7855,833,2387,821,0,0,0,1987,2379,1214,15089,14656,212,645,15301,10234,7855,833,2387,821,0,0,0,1987,2379,1214,15089,14656,212,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,87,-83,23,-140,-50,0,-73,0,-66,-42,288,282,-100,-1,381,100,66.9,51.3,5.4,15.6,5.4,0,0,0,13,15.5,7.9,98.6,95.8,1.4,4.2,100,66.9,51.3,5.4,15.6,5.4,0,0,0,13,15.5,7.9,98.6,95.8,1.4,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27,30,,5,8,0,0,0,5,8,7,45,48,60,27,30,,5,8,0,0,0,5,8,7,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1,39.1,60,56.2,33.3,32.7,50.6,48.1,40.1,39.1,60,56.2,33.3,32.7,50.6,48.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230228,2/28/2023,06641E,IFED,01,066 ,9343,8512,6758,0,1054,372,0,0,0,0,756,174,9058,9114,285,229,9343,8512,6758,0,1054,372,0,0,0,0,756,174,9058,9114,285,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,5,65,0,-60,14,0,0,0,0,0,0,19,19,-60,-60,100,91.1,72.3,0,11.3,4,0,0,0,0,8.1,1.9,96.9,97.5,3.1,2.5,100,91.1,72.3,0,11.3,4,0,0,0,0,8.1,1.9,96.9,97.5,3.1,2.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,17,0,,,0,0,0,0,4,,19,24,25,15,17,0,,,0,0,0,0,4,,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,48.6,82.2,74,54.2,34,56.9,46.8,64,48.6,82.2,74,54.2,34,56.9,46.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230221,2/21/2023,06641E,IFED,01,066 ,9384,8507,6693,0,1114,358,0,0,0,0,756,174,9039,9095,345,289,9384,8507,6693,0,1114,358,0,0,0,0,756,174,9039,9095,345,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,140,260,0,-120,5,0,0,0,0,0,0,145,145,0,0,100,90.7,71.3,0,11.9,3.8,0,0,0,0,8.1,1.9,96.3,96.9,3.7,3.1,100,90.7,71.3,0,11.9,3.8,0,0,0,0,8.1,1.9,96.3,96.9,3.7,3.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,17,0,,,0,0,0,0,4,,18,24,25,14,17,0,,,0,0,0,0,4,,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,48.8,83.1,75.3,54.1,34.3,56.8,47.3,64.9,48.8,83.1,75.3,54.1,34.3,56.8,47.3,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230214,2/14/2023,06641E,IFED,01,066 ,9239,8367,6433,0,1234,353,0,0,0,0,756,174,8894,8950,345,289,9239,8367,6433,0,1234,353,0,0,0,0,756,174,8894,8950,345,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,462,177,-14,315,-210,0,0,0,0,-30,-7,231,245,74,60,100,90.6,69.6,0,13.4,3.8,0,0,0,0,8.2,1.9,96.3,96.9,3.7,3.1,100,90.6,69.6,0,13.4,3.8,0,0,0,0,8.2,1.9,96.3,96.9,3.7,3.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,15,0,,,0,0,0,0,4,,18,22,24,14,15,0,,,0,0,0,0,4,,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,48.9,83.6,77,54.6,35.5,57.3,48.6,65.2,48.9,83.6,77,54.6,35.5,57.3,48.6,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230207,2/7/2023,06641E,IFED,01,066 ,8934,7905,6256,14,919,563,0,0,0,0,786,181,8663,8705,271,229,8934,7905,6256,14,919,563,0,0,0,0,786,181,8663,8705,271,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1556,-1066,-1419,-216,165,-237,0,0,0,0,20,-52,-1571,-1523,15,-33,100,88.5,70,0.2,10.3,6.3,0,0,0,0,8.8,2,97,97.4,3,2.6,100,88.5,70,0.2,10.3,6.3,0,0,0,0,8.8,2,97,97.4,3,2.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,15,,,,0,0,0,0,4,,18,23,25,13,15,,,,0,0,0,0,4,,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,48.7,84.7,72.3,57.6,36.2,60.6,51.1,67,48.7,84.7,72.3,57.6,36.2,60.6,51.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230131,1/31/2023,06641E,IFED,01,066 ,10490,8971,7675,230,754,800,0,0,0,0,766,233,10234,10228,256,262,10490,8971,7675,230,754,800,0,0,0,0,766,233,10234,10228,256,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,-4,0,50,-15,0,0,0,0,0,0,31,31,0,0,100,85.5,73.2,2.2,7.2,7.6,0,0,0,0,7.3,2.2,97.6,97.5,2.4,2.5,100,85.5,73.2,2.2,7.2,7.6,0,0,0,0,7.3,2.2,97.6,97.5,2.4,2.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,15,,4,,0,0,0,0,4,,19,24,27,13,15,,4,,0,0,0,0,4,,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,52.7,82.1,74.1,58.5,41.9,63.3,56.1,64.9,52.7,82.1,74.1,58.5,41.9,63.3,56.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230124,1/24/2023,06641E,IFED,01,066 ,10459,8925,7679,230,704,815,0,0,0,0,766,233,10203,10197,256,262,10459,8925,7679,230,704,815,0,0,0,0,766,233,10203,10197,256,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-39,-49,0,0,80,0,0,0,0,10,0,41,41,0,0,100,85.3,73.4,2.2,6.7,7.8,0,0,0,0,7.3,2.2,97.6,97.5,2.4,2.5,100,85.3,73.4,2.2,6.7,7.8,0,0,0,0,7.3,2.2,97.6,97.5,2.4,2.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,15,,4,,0,0,0,0,4,,19,24,27,13,15,,4,,0,0,0,0,4,,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,52.3,82.8,73.6,59.5,41.3,63.4,56.2,65.7,52.3,82.8,73.6,59.5,41.3,63.4,56.2,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230117,1/17/2023,06641E,IFED,01,066 ,10418,8964,7728,230,704,735,0,0,0,0,756,233,10162,10156,256,262,10418,8964,7728,230,704,735,0,0,0,0,756,233,10162,10156,256,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,165,55,0,0,0,0,0,0,0,50,22,187,127,0,60,100,86,74.2,2.2,6.8,7.1,0,0,0,0,7.3,2.2,97.5,97.5,2.5,2.5,100,86,74.2,2.2,6.8,7.1,0,0,0,0,7.3,2.2,97.5,97.5,2.5,2.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,15,,4,,0,0,0,0,4,,19,24,27,13,15,,4,,0,0,0,0,4,,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,52.5,83.6,73,60.3,41.5,64.2,56.1,66.6,52.5,83.6,73,60.3,41.5,64.2,56.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230110,1/10/2023,06641E,IFED,01,066 ,10231,8799,7673,230,704,735,0,0,0,0,706,211,9975,10029,256,202,10231,8799,7673,230,704,735,0,0,0,0,706,211,9975,10029,256,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1358,-1020,-991,-19,164,-225,0,0,0,0,-180,-77,-1341,-1309,-17,-49,100,86,75,2.2,6.9,7.2,0,0,0,0,6.9,2.1,97.5,98,2.5,2,100,86,75,2.2,6.9,7.2,0,0,0,0,6.9,2.1,97.5,98,2.5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,15,,4,,0,0,0,0,,,19,24,27,13,15,,4,,0,0,0,0,,,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,53.4,83.6,73.2,60.3,42.2,64.3,56.7,66.3,53.4,83.6,73.2,60.3,42.2,64.3,56.7,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
